Subfolder,DealNumber,Dealer,AuctionSig,NorthHand,SouthHand,EastHand,WestHand,attempts
Transfers,13,S,1NT Pass 2D Pass 2H Pass 2NT Pass 4H Pass Pass Pass,S:93 H:QJT62 D:753 C:KQ4,S:A62 H:875 D:AKQ C:AT98,S:Q84 H:A3 D:JT96 C:6532,S:KJT75 H:K94 D:842 C:J7,3
Transfers,14,S,1NT Pass 2H Pass 2S Pass 3S Pass Pass Pass,S:AK9753 H:842 D:53 C:76,S:J6 H:A75 D:AQ72 C:KJ83,S:T H:QJT D:JT986 C:AQ52,S:Q842 H:K963 D:K4 C:T94,1
Transfers,15,S,1NT Pass 2D Pass 2H Pass 3H Pass 4H Pass Pass Pass,S:873 H:AKT872 D:93 C:65,S:A6 H:965 D:KQJ2 C:AK98,S:JT542 H:Q3 D:874 C:QJ4,S:KQ9 H:J4 D:AT65 C:T732,8
Transfers,16,S,1NT Pass 2H Pass 2S Pass 2NT Pass 3NT Pass Pass Pass,S:T9873 H:KQT D:A4 C:T73,S:A6 H:965 D:KQJ2 C:AK98,S:KJ52 H:A742 D:T976 C:J,S:Q4 H:J83 D:853 C:Q6542,4
Transfers,17,S,1NT Pass 2D Pass 2H Pass 2S Pass 4H Pass Pass Pass,S:Q9854 H:KQT83 D:75 C:3,S:AK H:J65 D:AKJ4 C:J865,S:JT76 H:A42 D:63 C:KQT9,S:32 H:97 D:QT982 C:A742,2
Transfers,18,S,1NT Pass 2H Pass 2S Pass 3H Pass 4S Pass Pass Pass,S:AK873 H:KT965 D:75 C:9,S:QT5 H:AQ4 D:KJ4 C:KJ65,S:92 H:J83 D:AT6 C:T8432,S:J64 H:72 D:Q9832 C:AQ7,3
Transfers,19,S,1NT Pass 2D Pass 3H Pass 4C Pass 4D Pass 6H,S:KQ94 H:AJ973 D:83 C:A6,S:T5 H:KQT4 D:AK7 C:KQ98,S:A83 H:652 D:QJT94 C:JT,S:J762 H:8 D:652 C:75432,1
Transfers,2,N,1NT Pass 2H Pass 2S Pass 2NT Pass 3S Pass Pass Pass,S:KT5 H:A5 D:QJ84 C:KQ73,S:Q8764 H:Q4 D:K63 C:J92,S:AJ3 H:JT932 D:A72 C:86,S:92 H:K876 D:T95 C:AT54,5
Transfers,20,S,2NT Pass 3H Pass 3S Pass 3NT Pass 4S Pass Pass Pass,S:Q9853 H:72 D:8642 C:A3,S:JT4 H:AK D:AK97 C:KQ98,S:AK7 H:J9864 D:T C:J752,S:62 H:QT53 D:QJ53 C:T64,1
Transfers,21,S,1NT Pass 2D Pass 2H Pass 4NT Pass 6H Pass Pass Pass,S:K6 H:AQJT7 D:T95 C:KQ3,S:AJT H:K853 D:AK C:J864,S:Q873 H:2 D:J7642 C:T72,S:9542 H:964 D:Q83 C:A95,1
Transfers,22,S,1NT Pass 2D Pass 2H Pass 3C Pass 3NT Pass Pass Pass,S:J3 H:AK953 D:42 C:AK72,S:AQ64 H:J6 D:AK75 C:J83,S:K92 H:T8 D:QJ96 C:Q954,S:T875 H:Q742 D:T83 C:T6,1
Transfers,3,N,1NT Pass 2H Pass 2S Pass 3NT Pass 4S Pass Pass Pass,S:KT5 H:A5 D:QJ84 C:KQ73,S:QJ764 H:74 D:K63 C:A92,S:2 H:JT9862 D:T97 C:T86,S:A983 H:KQ3 D:A52 C:J54,6
Transfers,4,N,1NT Pass 2D Pass 2H Pass 3H Pass Pass Pass,S:AJ76 H:Q6 D:K753 C:KQ4,S:53 H:K98742 D:AT6 C:65,S:KT84 H:AJT5 D:42 C:JT8,S:Q92 H:3 D:QJ98 C:A9732,2
Transfers,5,N,1NT Pass 2D Pass 2H Pass 4H Pass Pass Pass,S:QT9 H:K53 D:K62 C:AK84,S:53 H:AQT742 D:QJT C:65,S:AJ64 H:98 D:975 C:JT32,S:K872 H:J6 D:A843 C:Q97,5
Transfers,6,N,1NT Pass 2D Pass 2H Pass 2S Pass 4S Pass Pass Pass,S:QJ5 H:K8 D:AT62 C:AK98,S:KT987 H:A9764 D:83 C:5,S:43 H:QJT5 D:KQ754 C:JT,S:A62 H:32 D:J9 C:Q76432,1
Transfers,7,N,1NT Pass 2H Pass 2S Pass 3H Pass 4H Pass Pass Pass,S:Q6 H:A74 D:KJ92 C:KQ83,S:AJ854 H:KQT83 D:6 C:75,S:K732 H:96 D:QT4 C:AJ42,S:T9 H:J52 D:A8753 C:T96,2
Transfers,8,N,1NT Pass 2H Pass 2S Pass 3C Pass 3NT Pass Pass Pass,S:J4 H:AQJ5 D:AQJ3 C:T96,S:AQT75 H:4 D:986 C:AKQ5,S:K63 H:983 D:K74 C:J872,S:982 H:KT762 D:T52 C:43,7
Transfers,9,N,1NT Pass 2H Pass 2S Pass 4NT Pass 6NT Pass Pass Pass,S:KJ H:KQ9 D:KT73 C:AJ74,S:AQT75 H:A4 D:986 C:KQ5,S:63 H:876532 D:AJ5 C:83,S:9842 H:JT D:Q42 C:T962,6
Weak2,1,S,2D Pass 4D Pass Pass Pass,S:QT2 H:K5 D:9742 C:QJ64,S:95 H:642 D:AKJT85 C:87,S:KJ63 H:JT873 D:6 C:AK5,S:A874 H:AQ9 D:Q3 C:T932,9
Weak2,10,N,2S Pass 4S Pass Pass Pass,S:KQ9763 H:J2 D:J6 C:754,S:A854 H:3 D:AK52 C:KQ83,S:J H:Q9854 D:874 C:AT62,S:T2 H:AKT76 D:QT93 C:J9,1
Weak2,11,S,2H Pass 2NT Pass 3C Pass 4H Pass Pass Pass,S:KQJ2 H:Q752 D:A5 C:K83,S:75 H:KJT864 D:84 C:A97,S:9864 H:A3 D:KT97 C:642,S:AT3 H:9 D:QJ632 C:QJT5,400
Weak2,12,N,2H Pass 2NT Pass 3H Pass Pass Pass,S:96 H:KQT763 D:754 C:J7,S:KJ54 H:J52 D:AQT3 C:A8,S:T73 H:A8 D:J92 C:KT952,S:AQ82 H:94 D:K86 C:Q643,2
Weak2,13,S,2D Pass 2NT Pass 3H Pass 3NT Pass Pass Pass,S:AJT H:Q75 D:KQ4 C:AJT4,S:943 H:K8 D:AJT965 C:65,S:862 H:AJT64 D:83 C:732,S:KQ75 H:932 D:72 C:KQ98,8
Weak2,14,N,2S Pass 2NT Pass 3D Pass 4S Pass Pass Pass,S:KQT763 H:94 D:KJ7 C:95,S:J54 H:KJ52 D:AQT3 C:A8,S:82 H:AQT D:942 C:JT762,S:A9 H:8763 D:865 C:KQ43,3
Weak2,16,N,2D Pass 2NT Pass 3NT Pass Pass Pass,S:96 H:984 D:AKQ874 C:72,S:A542 H:A52 D:J3 C:A865,S:T3 H:JT6 D:T96 C:KQJT9,S:KQJ87 H:KQ73 D:52 C:43,1
Weak2,17,E,Pass Pass Pass 1S Pass 3S Pass 4S Pass Pass Pass,S:AK653 H:AQ32 D:J C:765,S:J974 H:8 D:AQT986 C:T4,S:T2 H:J765 D:K732 C:KQ9,S:Q8 H:KT94 D:54 C:AJ832,1
Weak2,18,N,2S Pass 4NT Pass 5D Pass 6S Pass Pass Pass,S:KJ9862 H:T5 D:A74 C:72,S:AQ754 H:AK2 D:3 C:KQJT,S:T H:QJ9743 D:T52 C:964,S:3 H:86 D:KQJ986 C:A853,400
Weak2,19,S,2H Pass 2S Pass 3S Pass 4S Pass Pass Pass,S:KQJ864 H: D:A852 C:KQ3,S:AT7 H:AJT965 D:97 C:52,S:53 H:8742 D:QJ4 C:J974,S:92 H:KQ3 D:KT63 C:AT86,11
Weak2,2,N,2H Pass Pass Pass,S:Q H:KJT973 D:762 C:642,S:AK84 H:Q4 D:QJ5 C:QJ83,S:JT9763 H:A8 D:KT3 C:T9,S:52 H:652 D:A984 C:AK75,16
Weak2,20,N,2H Pass 2S Pass 3S Pass 4S Pass Pass Pass,S:A93 H:QJT754 D:74 C:J2,S:KQJT84 H: D:Q86 C:AQ93,S:72 H:K632 D:J532 C:T75,S:65 H:A98 D:AKT9 C:K864,1
Weak2,3,S,2S Pass 3S Pass Pass Pass,S:J642 H:K7 D:A843 C:T64,S:KQT875 H:A84 D:76 C:92,S:A3 H:J952 D:JT C:AQJ53,S:9 H:QT63 D:KQ952 C:K87,400
Weak2,4,N,2D Pass 2H Pass 3H Pass Pass Pass,S:J6 H:Q73 D:QJT973 C:94,S:A83 H:AKJ854 D:5 C:875,S:K95 H:T6 D:K82 C:KQT62,S:QT742 H:92 D:A64 C:AJ3,36
Weak2,5,S,2H Pass 2NT Pass 3H Pass Pass Pass,S:A853 H:K74 D:A64 C:KQ7,S:96 H:QJT852 D:K53 C:65,S:KJ4 H:63 D:QT9 C:AJT42,S:QT72 H:A9 D:J872 C:983,3
Weak2,6,N,2S Pass 4S Pass Pass Pass,S:KQ9763 H:T2 D:K62 C:74,S:A854 H:73 D:J85 C:QT83,S:T2 H:KQ965 D:T97 C:KJ6,S:J H:AJ84 D:AQ43 C:A952,400
Weak2,7,S,2S Pass 2NT Pass 3H Pass 3S Pass Pass Pass,S:QJ42 H:A74 D:KJ74 C:KJ,S:AK9763 H:Q92 D:62 C:T7,S:T8 H:KT85 D:Q53 C:A653,S:5 H:J63 D:AT98 C:Q9842,400
Weak2,9,S,2D Pass 2NT Pass 3NT Pass Pass Pass,S:AQ742 H:A63 D:J5 C:AT9,S:96 H:875 D:AKQ762 C:54,S:KT5 H:JT42 D:984 C:QJ2,S:J83 H:KQ9 D:T3 C:K8763,2
