Subfolder,Filename,DealNumber,Kind,NorthHand,EastHand,SouthHand,WestHand,Dealer,Student,Auction,Contract,Declarer,Lead,Analysis
Squeeze,deal07.html,7,NEXT,S:AKJ H:K73 D:A652 C:864,S:QT93 H:T54 D:KJT C:AKQ,S:87 H:AQ9862 D:Q7 C:752,S:6542 H:J D:9843 C:JT93,East,South,1NT 2H | pass 4H pass pass | pass pass pass,4H,South,CJ,"[show NS]\nSouth is to play 4!H. West leads the !CJ. East wins !C A K Q then switches to a trump.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nEast takes !C A K Q then switches to a trump.\nYou must win the next 10 tricks but you only have 9 winners.\nEast opened 1NT, showing 15-17 points, and West has already produced 2 Jacks. So both the !SQ and !DK are with East and you will have to put the squeeze on him. [NEXT]\n[PLAY N:HK,N:C8,N:C6,N:C4,E:H4,E:CA,E:CK,E:CQ,S:H2,S:C7,S:C5,S:C2,W:HJ,W:CJ,W:C9,W:C3]\nYou are in dummy, having won their trump exit with the !HK.\nSince you need all the tricks the count is already rectified.\nYou plan to squeeze East by running the long !Hs in your hand, but the problem is that the !DQ is not a Threat card yet. To make it a Threat you need to unblock dummy's !DA. So play the !DA, then pull trumps with the !H A Q. [NEXT]\n[PLAY N:H7,N:H3,N:DA,E:HT,E:H5,E:DT,S:HA,S:HQ,S:D7,W:S2,W:D3,W:CT]\nUnblocking the !DA to make your !DQ a squeeze Threat is called the Vienna Coup.\nWith 6 cards left to be played you are ready to apply pressure to East.\nPlay the !H 9 8, discarding !Ds from dummy. East is not troubled yet, he can discard the !DJ and the !S3. [NEXT]\n[showcards N:SA,SK,SJ,D6 E:SQ,ST,S9,DK S:S8,S7,H6,DQ W:S6,S5,D9,D8]\n[PLAY N:D5,N:D2,E:S3,E:DJ,S:H9,S:H8,W:S4,W:D4]\nEast is now looking a little nervous, like he has a big target on his back!\nPlay the !H6 and throw dummy's !D6.\nEast can choose his fate. If he throws the !S9 you will know that his !SQ will drop since his third card <b>MUST</b> be the !DK. So you would just play to the high !Ss and the !SJ would be good.\nOr, he can throw his !DK which makes your !DQ a winner. [NEXT]\n[show NESW]\nThat worked great, right? Let's back up and pretend you had NOT unblocked the !DA. We will just add one !D to everybody's hand and look at the ending.\nNow when you play your !H6 as a squeeze card you have a problem. You are squeezing dummy, not East.\nIf you discard the !D6 East will throw his !DJ, then sit back and wait for his !SQ trick.\nBut if you discard dummy's !SJ instead, East will match that by throwing his !S9, then sit back and wait for his !DK trick.\nOnly by visualizing the ending and using the Vienna Coup can this hand be made."
Squeeze,deal08.html,8,NEXT,S:A2 H:93 D:AK86 C:KQT65,S:K9843 H:T862 D:JT73 C:,S:Q7 H:A4 D:Q54 C:AJ9732,S:JT65 H:KQJ75 D:92 C:84,South,South,1C | pass 2D pass 3C | pass 4C pass 4H | pass 4S pass 6C | pass pass pass,6C,South,HK,"[show NS]\nSouth is to play 6!C. West leads the !HK.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nYou have 11 top tricks and hope for a 3-3 !D split to give you one more. If they don't split you can hope that the defender with 4 !Ds also holds the !SK and that a squeeze will be possible.\nIn case the squeeze becomes necessary you should rectify the count, so you win the first trick, pull trumps in two rounds, then give up a !H trick. [NEXT]\n[PLAY N:H9,N:H3,N:CK,N:CQ,E:S4,E:S3,E:HT,E:H2,S:HA,S:H4,S:C3,S:C2,W:HK,W:HJ,W:C8,W:C4]\nWest takes the !H trick and plays the !D9 which you win with your !DQ.\nYou now make the key play of taking dummy's !SA before running three rounds of !Cs. [NEXT]\n[showcards N:S2,DA,DK,D8 E:SK,DJ,DT,D7 S:SQ,D5,D4,C7 W:SJ,ST,HQ,D2]\n[PLAY N:SA,N:D6,N:CT,N:C6,N:C5,E:S9,E:S8,E:H8,E:H6,E:D3,S:S7,S:DQ,S:CA,S:CJ,S:C9,W:S6,W:S5,W:H7,W:H5,W:D9]\nUnblocking the !SA to create a Threat out of your !SQ is the Vienna Coup.\nAs you see, East was able to find discards on your first three trump leads, but when you play the !C7 and discard dummy's !S2 he is squeezed.\nHe can see that if he discards a !D dummy will be high, so he will probably throw the !SK in hopes that his partner holds the !SQ. But you have that card and you make the slam. [NEXT]\n[show NESW]\nAs an afterthought to this Deal, let us suppose you were playing 6NT rather than 6!C.\nThe only difference would be that to rectify the count you would have to hold up once on the opening !HK."
Squeeze,deal09.html,9,NEXT,S:AKQ752 H:864 D:75 C:63,S:JT86 H:97 D:T83 C:J984,S:43 H:AKQJ D:AK C:AKQ52,S:9 H:T532 D:QJ9642 C:T7,North,South,2S pass 2NT | pass 3NT pass 7NT | pass pass pass,7NT,South,DQ,"[show NS]\nNorth's 3NT rebid shows 6 !Ss headed by A K Q and nothing else. South is to play 7NT. West leads the !DQ.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nNice hand. You have 12 high card tricks and either a 3-2 !S split or a 3-3 !C split will land this Grand Slam. But even if neither suit splits nicely you can STILL make it if the same defender holds 4 cards in both suits; in that case you will squeeze for the thirteenth trick.\nWin the !DK and (<b>IMPORTANT!</b>) test the !Cs first by playing !C A K Q. Darn. West discards a !D on the !CQ. [NEXT]\n[PLAY N:S2,N:D5,N:C6,N:C3,E:D8,E:C9,E:C8,E:C4,S:DK,S:CA,S:CK,S:CQ,W:DQ,W:D2,W:CT,W:C7]\nAlright, so East holds the !C Guard. You still need to exercise caution.\nPlay your 4 !H winner's next. West follows suit while East follows twice, then discards 2 !Ds.  [NEXT]\n[PLAY N:S5,N:H8,N:H6,N:H4,E:H9,E:H7,E:DT,E:D3,S:HA,S:HK,S:HQ,S:HJ,W:HT,W:H5,W:H3,W:H2]\nDon't play !Ss yet!\nPlay your !DA. East must give up. \nIf he throws the !CJ, you win. But if he throws a !S you also win. This is what is called a Win-Win bridge play."
Squeeze,deal10.html,10,NEXT,S:T6 H:AK86 D:973 C:AKQJ,S:9742 H:J4 D:A652 C:952,S:AKQJ H:953 D:KQ C:T874,S:853 H:QT72 D:JT84 C:63,East,South,pass 1NT | pass 2C pass 2S | pass 6NT pass pass | pass pass pass,6NT,South,DJ,"[show NS]\nSouth is to play 6NT. West leads the !DJ. East takes the !DA and returns the !D2.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nYour 4 !S tricks, 2 !H tricks, 1 !D trick and 4 !C tricks are very easy to find. But that's only 11, so where in the world can you possibly find number 12?\nWith all those high !Ds falling on the first two tricks dummy's !D 9 has become a threat against West. If it should happen that West also holds the only !H stopper you can squeeze him in the red suits. [NEXT]\n[PLAY N:D7,N:D3,E:DA,E:D2,S:DK,S:DQ,W:DJ,W:D4]\nYou are going to now run your black suit winners, but take the !Cs first so you can be playing winners from your hand when you squeeze West.\nOn the last 2 !Cs West discards a !D and a !H. [NEXT]\n[PLAY N:CA,N:CK,N:CQ,N:CJ,E:D5,E:C9,E:C5,E:C2,S:CT,S:C8,S:C7,S:C4,W:H2,W:D8,W:C6,W:C3]\nNow come to your hand with the !SA and play the !S K Q.\nYou discard a small !H from dummy while West follows suit three times. [NEXT]\n[showcards N:HA,HK,H8,D9 E:S9,HJ,H4,D6 S:SJ,H9,H5,H3 W:HQ,HT,H7,DT]\n[PLAY N:ST,N:S6,N:H6,E:S7,E:S4,E:S2,S:SA,S:SK,S:SQ,W:S8,W:S5,W:S3]\nIt is time.\nPlay your !SJ and watch what West discards.\nIf he holds on to the !D10 you will discard dummy's useless !D9 and hope the !Hs all fall under the !H A K.\nIf he discards the !D10 then you throw dummy's small !H and dummy wins the last three tricks."
Squeeze,deal11.html,11,NEXT,S:AKQ5 H:75 D:T72 C:AT75,S:JT86 H:A842 D:5 C:K942,S:93 H:KQ D:AKQJ93 C:Q83,S:742 H:JT963 D:864 C:J6,North,South,1C pass 2D | pass 2S pass 4NT | pass 5H pass 6NT | pass pass pass,6NT,South,HJ,"[show NS]\nSouth is to play 6NT. West leads the !HJ. East wins the !HA and returns the !H2.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nWith only 11 winners you need to find one more and your prospects are quite slim.\nNo matter how the !Ss split only one defender will hold the Guard because only one defender can have as many as 4. IF (it's a big IF) that same defender holds the !CK then you can squeeze him.\nCan you see how the squeeze is going to work? [NEXT]\n[PLAY N:H7,N:H5,E:HA,E:H2,S:HK,S:HQ,W:HJ,W:H3]\nIf you try to run your !Ds right away you will have a problem with your !CQ later on. It will be no good as a Threat card because you will have no entry back to your hand.\nThe solution is the Vienna Coup. Play a !C to the !CA at trick 3.\nThen start running the !D suit. [NEXT]\n[PLAY N:DT,N:D7,N:D2,N:CA,N:C7,N:C5,E:H8,E:H4,E:D5,E:C9,E:C4,E:C2,S:DA,S:DK,S:DQ,S:DJ,S:D9,S:C3,W:H9,W:H6,W:D8,W:D6,W:D4,W:C6]\nThis is the situation after you have unblocked dummy's !CA and then played 5 !D winners.\nSo far neither defender is hurting, but that is about to change.\nYou play your !D3 and discard dummy's !CT.\nEast is squeezed. He can't throw his !CK without letting your !CQ become a winner. But if he discards a !S dummy's !S5 will win the last trick. This is soooo much fun."
Squeeze,deal12.html,12,NEXT,S:93 H:K9863 D:A6 C:AKQ5,S:A852 H:4 D:KQ83 C:JT93,S:K7 H:AQJ752 D:J5 C:764,S:QJT64 H:T D:T9742 C:82,South,South,1H | pass 3C pass 3H | pass 6H pass pass | pass pass pass,6H,South,SQ,"[show NS]\nSouth is to play 6!H. West leads the !SQ. East wins the !SA and plays the !DK.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nOf course you have noticed that in most of these hands you are exactly one trick short. No coincidence - it's when you are one trick short and can't find another likely plan that you start to look for a squeeze.\nIn this hand dummy's fourth !C is an obvious Threat, so you should ask yourself if you can find another Threat for when !Cs don't split 3-3. Another thing you have probably noticed is that although 3-3 splits happen about 40% of the time in real life, they <b>NEVER</b> happen in these pages! [NEXT]\n[PLAY N:S3,N:DA,E:SA,E:DK,S:S7,S:D5,W:SQ,W:D2]\nEast's !DK play helps you find the other Threat. It appears that he must hold the !DQ also, so your !DJ is now a Threat against East. If he holds 4 !Cs you can squeeze him.\nPlay 5 !H winners and the !SK. [NEXT]\n[PLAY N:S9,N:HK,N:H9,N:H8,N:H6,N:H3,E:S8,E:S5,E:S2,E:H4,E:D8,E:D3,S:SK,S:HA,S:HQ,S:HJ,S:H7,S:H5,W:ST,W:S6,W:S4,W:HT,W:D7,W:D4]\nDrum roll please.\nPlay your !H2 and dump dummy's !D6.\nEast has no answer."
Squeeze,deal13.html,13,NEXT,S:A52 H:J6 D:AKJ753 C:K7,S:JT964 H:9832 D: C:QT63,S:KQ73 H:A4 D:Q962 C:A84,S:8 H:KQT75 D:T84 C:J952,East,South,pass 1NT | pass 3D pass 4D | pass 4NT pass 5H | pass 7NT pass pass | pass pass pass,7NT,South,HK,"[show NS]\nSouth is to play 7NT. West leads the !HK.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nWith 12 obvious tricks your first thought should be that perhaps the !Ss will split 3-3.\nThen, your second thought should be that dummy's !HJ is a Threat against West's !HQ, so if it is West who holds 4 !Ss you will be able to squeeze him.\nSince the contract is 7NT you take the first trick with the !HA. [NEXT]\n[PLAY N:H6,E:H2,S:HA,W:HK]\nWith one trick in the bag you should test !Ds next. When you play the !DA East discards a !S.\nYou continue with the !DQ and !D K, East discarding a !H and a !C. [NEXT]\n[PLAY N:DA,N:DK,N:D3,E:S4,E:H3,E:C3,S:DQ,S:D6,S:D2,W:DT,W:D8,W:D4]\nSince East has shown up with a !D void he has become the odds-on favorite to hold the !S Guard. His !S discard makes it very likely that he started with 5 !Ss. \nTo find out for sure you play !SA, then !SQ. Sure enough West discards a !H on the second round. [NEXT]\n[PLAY N:SA,N:S2,E:S9,E:S6,S:SQ,S:S3,W:S8,W:H5]\nYou can't squeeze West in !Hs and !Ss because he doesn't hold the !S Guard, East does. \nBut now a completely new possibility shows up. Say to yourself, over and over, ""West must guard !Hs, and East must guard !Ss. Nobody can guard !Cs.""\nYou start playing dummy's !D winners. [NEXT]\n[PLAY N:DJ,N:D7,E:H9,E:H8,S:H4,S:D9,W:H7,W:C2]\nWith one more !D in dummy, things look like this. \nWhen you play the !D5 East must keep both !Ss to guard against your !S7. So he discards the !C6, hoping partner can stop that suit.\nYour !S7 is now worthless so you throw it.\nWest has no problem, (yet), he discards the !H10. [NEXT]\n[showcards N:S5,HJ,CK,C7 E:SJ,ST,CQ,CT S:SK,CA,C8,C4 W:HQ,CJ,C9,C5]\n[PLAY N:D5,E:C6,S:S7,W:HT]\nIt is now time to pressure West. \nPlay dummy's !S5 to your !SK.\nWest MUST keep his !HQ so he releases his !C5.\nAnd you win the last three tricks with !CK, !CA, !C8.\nThis is called a Double Squeeze."
Squeeze,deal14.html,14,NEXT,S:952 H:6 D:AJ974 C:Q843,S:6 H:Q9843 D:852 C:J975,S:AK74 H:AK5 D:KQT C:AK2,S:QJT83 H:JT72 D:63 C:T6,South,South,2C | pass 3D pass 4NT | pass 5D pass 7NT | pass pass pass,7NT,South,SQ,"[show NS]\nSouth is to play 7NT. West leads the !SQ.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nOne more winner is needed. Dummy's fourth !C is a possibility.\nSo take the !SK and play !C A K Q.\nWest discards a !S on the third !C. [NEXT]\n[PLAY N:S2,N:CQ,N:C4,N:C3,E:S6,E:C9,E:C7,E:C5,S:SK,S:CA,S:CK,S:C2,W:SQ,W:S3,W:CT,W:C6]\nNow you know East guards the !Cs.\nBefore tackling !Ds, see what you can discover about !Ss.\nPlay the !SA. East discards a !H. [NEXT]\n[PLAY N:S5,E:H3,S:SA,W:S8]\nEast guards the !Cs. West guards the !Ss. Nobody can guard the !Hs.\nPlay 4 rounds of !Ds. [NEXT]\n[showcards N:S9,H6,D4,C8 E:HQ,H9,H8,CJ S:S7,HA,HK,H5 W:SJ,HJ,HT,H7]\n[PLAY N:DA,N:DJ,N:D9,N:D7,E:H4,E:D8,E:D5,E:D2,S:S4,S:DK,S:DQ,S:DT,W:ST,W:H2,W:D6,W:D3]\nOn the fourth !D East had to discard a !H. You discarded a small !S. West discarded a !S on the third !D and a !H on the fourth.\nPlay dummy's !D4. East cannot throw the !CJ or he will set up dummy's !C8, so he discards a !H.\nYou discard the !S7.\nNow West is squeezed. He cannot discard the !SJ or he will set up dummy's !S9, so he discards a !H.\nYou win the last three !H tricks with another Double Squeeze."
Squeeze,deal15.html,15,NEXT,S:T873 H:QT D:KQ6 C:A975,S:Q62 H:752 D:J9843 C:J4,S:5 H:AKJ983 D:A5 C:K863,S:AKJ94 H:64 D:T72 C:QT2,South,South,1H | 1S 2C pass 3H | pass 4H pass 4NT | pass 5D pass 6H | pass pass pass,6H,South,SA,"[show NS]\nSouth is to play 6!H. West leads the !SA, then !SK.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nWhen you looked at just your and dummy's cards on the previous page it may have looked impossible to find a twelfth winner.\nEven looking at all four hands here it is still very difficult to come up with a plan.\nHere's a hint: If West holds 3 !Cs, (and you see that he does), can you squeeze him in !Cs and !Ss? [NEXT]\n[PLAY N:S7,N:S3,E:S6,E:S2,S:S5,S:H3,W:SA,W:SK]\nOf course you ruffed the !SK.\nThe big problem with trying to squeeze West in the black suits right now is that East actually holds a !S guard. But you can fix that.\nPlay dummy's !HQ and !H10, then ruff a !S, then pull the last trump.  [NEXT]\n[PLAY N:S8,N:HQ,N:HT,N:C5,E:SQ,E:H7,E:H5,E:H2,S:HK,S:HJ,S:H9,S:H8,W:S9,W:S4,W:H6,W:H4]\nNow play the !DA, !DK, and !DQ, discarding the !C3 from your hand.\nThen lead dummy's !C7 to your !CK. [NEXT]\n[showcards N:ST,CA,C9 E:DJ,D9,CJ S:HA,C8,C6 W:SJ,CQ,CT]\n[PLAY N:DK,N:DQ,N:D6,N:C7,E:D8,E:D4,E:D3,E:C4,S:DA,S:D5,S:CK,S:C3,W:DT,W:D7,W:D2,W:C2]\nHere you are in your hand.\nOnly West can guard dummy's !ST, and only West can guard dummy's!C9.\nSo you play your !HA and West must give up one of his guards. If he holds on to the !SJ then you toss dummy's useless !ST. If he throws the !SJ then you toss dummy's !C9."
Squeeze,deal16.html,16,NEXT,S:QT H:KQ53 D:A863 C:852,S:865 H:J986 D:QT4 C:QT9,S:J74 H:A7 D:K752 C:AK73,S:AK932 H:T42 D:J9 C:J64,South,South,1NT | pass 2C pass 2D | pass 3NT pass pass | pass pass pass,3NT,South,S3,"[show NS]\nSouth is to play 3NT. West leads the !S3. East plays the !S5.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nFrom the opening lead of !S3 and East's play of !S5 you should have deduced that West held five !Ss to the A K. Therefore if you lose a trick in any other suit West will be able to take 4 !S tricks and defeat you.\nYou have 8 winners, and if East holds 4+ !Hs AND 3+ !Ds then only he can guard the two suits.\nBut how can you squeeze him? [NEXT]\n[PLAY N:ST,E:S5,S:S4,W:S3]\nThe answer to that question is that <b>YOU</b> cannot squeeze him.\nBut maybe you can make his partner do the job for you.\nAt trick 2 you play a !S. [NEXT]\n[PLAY N:SQ,E:S6,S:S7,W:SK]\nOf course West will win this with his !SK.\nAnd he will no doubt continue with the !SA and !S9.\nYou discard 2 !Ds from dummy and a !C from your hand.\nEast cannot spare either a !H or a !D so he also throws a !C. [NEXT]\n[PLAY N:D6,N:D3,E:S8,E:C9,S:SJ,S:C3,W:SA,W:S9]\n***Remember this position***\nWest will almost surely cash his !S2.\nYou and dummy both discard a !C and East also must discard a !C.\nIt doesn't matter what West plays next, lets say it is a !C. [NEXT]\n[PLAY N:C5,N:C2,E:CQ,E:CT,S:CK,S:C7,W:S2,W:C4]\nIn your hand with the !CK, you now play the !CA.\nEast is truly squeezed. If he discards a !H, dummy's !H5 will become a winner. but if he discards a !D then you will get a third !D trick and the contract.\nSince it was West who started the squeeze by cashing his last !S, this is called a Suicide Squeeze.<b>BUT</b>, what if West had not cashed that !S? [NEXT]\n***Here is the position you were supposed to remember***\nSuppose West is a really expert defender and avoids the Suicide Squeeze by just refusing to cash his winning !S. It doesn't matter what else he plays instead, so let us assume it is a !C.\nYou win in your hand and establish a !D winner by playing !DA, !DK, and a small !D. East wins but cannot reach his partner's hand for that good !S.\nSo you establish a !D winner and make your contract."
